Gene.stable.ID,Gene.name
ENSMUSG00000093614,GM20693
ENSMUSG00000061311,RAG1
ENSMUSG00000033268,DUOX1
ENSMUSG00000084372,GM13988
ENSMUSG00000096421,GM10100
ENSMUSG00000076665,IGHV7-1
ENSMUSG00000095593,GM7138
ENSMUSG00000100041,GM5702
ENSMUSG00000059920,4930453N24RIK
ENSMUSG00000104478,GM38212
ENSMUSG00000032864,RAG2
ENSMUSG00000101231,GM28283
ENSMUSG00000101097,GM6679
ENSMUSG00000022964,TMEM50B
ENSMUSG00000023994,NFYA
ENSMUSG00000024477,PGGT1B
ENSMUSG00000100831,GM17847
ENSMUSG00000100884,GM28281
ENSMUSG00000100025,GM8141
ENSMUSG00000085565,GM15721
ENSMUSG00000113306,MIF-PS7
ENSMUSG00000047141,ZFP654
ENSMUSG00000117831,GM6995
ENSMUSG00000117984,GM31819
ENSMUSG00000104413,GM37065
ENSMUSG00000118316,GM31908
ENSMUSG00000058665,EN1
ENSMUSG00000054604,CGGBP1
ENSMUSG00000015314,SLAMF6
ENSMUSG00000037791,PHF12
ENSMUSG00000026312,CDH7
ENSMUSG00000110206,FLT3L
ENSMUSG00000037253,MEX3C
ENSMUSG00000110754,4930405J17RIK
ENSMUSG00000076653,IGHV7-2
ENSMUSG00000079547,H2-DMB1
ENSMUSG00000111447,GM48249
ENSMUSG00000033096,APMAP
ENSMUSG00000094509,IGHV14-1
ENSMUSG00000038188,SCARF1
ENSMUSG00000115952,GM18814
ENSMUSG00000116424,GM7167
ENSMUSG00000037740,MRPS26
ENSMUSG00000035923,MYF6
ENSMUSG00000030346,RAD51AP1
ENSMUSG00000084863,GM12523
ENSMUSG00000105358,GM43099
ENSMUSG00000117446,GM35551
ENSMUSG00000105111,GM43310
ENSMUSG00000117432,GM49967
ENSMUSG00000086407,GM14123
ENSMUSG00000117571,4933433H22RIK
ENSMUSG00000014226,CACYBP
ENSMUSG00000117485,GM19696
ENSMUSG00000098242,GM26929
ENSMUSG00000044617,ZBTB39
ENSMUSG00000038608,DOCK10
ENSMUSG00000021536,ADCY2
ENSMUSG00000060029,4930473A02RIK
ENSMUSG00000112905,GM47477
ENSMUSG00000058396,GPR182
ENSMUSG00000035864,SYT1
ENSMUSG00000085860,2410003L11RIK
ENSMUSG00000030178,KLRA13-PS
ENSMUSG00000081652,GM14283
ENSMUSG00000043439,EPOP
ENSMUSG00000011486,SLC25A41
ENSMUSG00000099957,2610027F03RIK
ENSMUSG00000083671,GM14304
ENSMUSG00000058626,CAPN11
ENSMUSG00000089727,KLRA8
ENSMUSG00000111744,GM7780
ENSMUSG00000101386,GM29346
ENSMUSG00000033849,B3GALT2
ENSMUSG00000035397,KLF16
ENSMUSG00000100761,GM29344
ENSMUSG00000086222,GM11665
ENSMUSG00000101922,GM29345
ENSMUSG00000082936,GM16166
ENSMUSG00000086861,GM15325
ENSMUSG00000082706,GM11663
ENSMUSG00000048661,LEMD3
ENSMUSG00000112334,GM48047
ENSMUSG00000106878,GM17808
ENSMUSG00000100979,GM29347
ENSMUSG00000086057,GM15324
ENSMUSG00000112611,GLIPR1L3
ENSMUSG00000099336,GM29348
ENSMUSG00000089640,GM6397
ENSMUSG00000086111,GM15326
ENSMUSG00000102360,GM37043
ENSMUSG00000026361,CDC73
ENSMUSG00000032435,DYNC1LI1
ENSMUSG00000024251,THADA
ENSMUSG00000032220,MYO1E
ENSMUSG00000073402,GM8909
ENSMUSG00000049036,TMEM121
ENSMUSG00000024079,EIF2AK2
ENSMUSG00000114363,GM48174
ENSMUSG00000114411,GM48176
ENSMUSG00000087050,DHRS13OS
ENSMUSG00000026860,SH3GLB2
ENSMUSG00000095079,IGHA
ENSMUSG00000113859,GM7979
ENSMUSG00000020834,DHRS13
ENSMUSG00000113505,GM48593
ENSMUSG00000038178,SLC43A2
ENSMUSG00000103035,GM37122
ENSMUSG00000113121,GM35161
ENSMUSG00000059498,FCGR3
ENSMUSG00000103006,4933417C20RIK
ENSMUSG00000019979,APAF1
ENSMUSG00000099009,RDH16F1
ENSMUSG00000082063,GM12993
ENSMUSG00000087642,IGHE
ENSMUSG00000056148,RDH9
ENSMUSG00000083547,GM13321
ENSMUSG00000061589,DOT1L
ENSMUSG00000072721,KLRA14-PS
ENSMUSG00000104045,GM37565
ENSMUSG00000005951,SHPK
ENSMUSG00000073789,GM10577
ENSMUSG00000092474,GM20478
ENSMUSG00000100487,1700072B07RIK
ENSMUSG00000028532,CACHD1
ENSMUSG00000079853,KLRA1
ENSMUSG00000100287,GM28068
ENSMUSG00000089789,RDH1
ENSMUSG00000097651,4930461G14RIK
ENSMUSG00000101082,GM28069
ENSMUSG00000034177,RNF43
ENSMUSG00000090478,GM5656
ENSMUSG00000097999,GM9061
ENSMUSG00000041992,RAPGEF5
ENSMUSG00000038045,SULT6B1
ENSMUSG00000074129,RPL13A
ENSMUSG00000085586,GM11613
ENSMUSG00000091355,GM17142
ENSMUSG00000033948,ZSWIM5
ENSMUSG00000027317,PPP1R14D
ENSMUSG00000026459,MYOG
ENSMUSG00000031302,NLGN3
ENSMUSG00000032434,CMTM6
ENSMUSG00000000555,ITGA5
ENSMUSG00000116811,GM16385
ENSMUSG00000050783,HTR1F
ENSMUSG00000046836,BROX
ENSMUSG00000116833,GM9584
ENSMUSG00000082864,GM13358
ENSMUSG00000116687,GM49629
ENSMUSG00000033024,KLRA9
ENSMUSG00000082207,GM12998
ENSMUSG00000112039,GM5136
ENSMUSG00000111910,GM47472
ENSMUSG00000002668,DENND1C
ENSMUSG00000066607,INSYN1
ENSMUSG00000024299,ADAMTS10
ENSMUSG00000076655,IGHV4-1
ENSMUSG00000116699,GM49631
ENSMUSG00000093838,IGHV3-1
ENSMUSG00000004842,POU1F1
ENSMUSG00000027624,EPB41L1
ENSMUSG00000104393,GM37961
ENSMUSG00000045817,ZFP36L2
ENSMUSG00000094533,IGHV11-1
ENSMUSG00000035310,LIN54
ENSMUSG00000021033,GSTZ1
ENSMUSG00000014351,GIP
ENSMUSG00000117393,GM36279
ENSMUSG00000087298,GM9392
ENSMUSG00000096056,GM21986
ENSMUSG00000006599,GTF2H1
ENSMUSG00000067591,KLRA3
ENSMUSG00000085972,1110028F11RIK
ENSMUSG00000001802,LRP3
ENSMUSG00000109715,GM45606
ENSMUSG00000001524,GTF2H4
ENSMUSG00000033790,TUBGCP5
ENSMUSG00000067599,KLRA7
ENSMUSG00000100860,2010009K17RIK
ENSMUSG00000118185,GM50126
ENSMUSG00000024515,SMAD4
ENSMUSG00000037820,TGM2
ENSMUSG00000002763,PEX6
ENSMUSG00000022962,GART
ENSMUSG00000029050,SKI
ENSMUSG00000117297,GM49888
ENSMUSG00000026649,CFAP126
ENSMUSG00000044279,CRB3
ENSMUSG00000037321,TAP1
ENSMUSG00000075558,GM17151
ENSMUSG00000113918,GM6566
ENSMUSG00000034126,POMT2
ENSMUSG00000030495,SLC7A10
ENSMUSG00000029658,WDR95
ENSMUSG00000112192,GM48341
ENSMUSG00000104327,GM37322
ENSMUSG00000002769,GNMT
ENSMUSG00000026730,PTER
ENSMUSG00000063087,GM10125
ENSMUSG00000038437,MLLT6
ENSMUSG00000097881,CELRR
ENSMUSG00000101700,GM29359
ENSMUSG00000042901,AIDA
ENSMUSG00000113840,GM18955
ENSMUSG00000104332,GM38283
ENSMUSG00000113575,A930023M06RIK
ENSMUSG00000117985,GM32548
ENSMUSG00000092374,GM6623
ENSMUSG00000118321,GM17943
ENSMUSG00000092480,GM20495
ENSMUSG00000027301,OXT
ENSMUSG00000091390,GM17168
ENSMUSG00000036941,ELAC1
ENSMUSG00000114633,GM46416
ENSMUSG00000046329,SLC25A23
ENSMUSG00000021494,DDX41
ENSMUSG00000024238,ZEB1
ENSMUSG00000102900,GM37811
ENSMUSG00000112564,GM47419
ENSMUSG00000109787,GM45286
ENSMUSG00000104459,GM37824
ENSMUSG00000035694,CAPS2
ENSMUSG00000049630,C1QL3
ENSMUSG00000037134,PRMT9
ENSMUSG00000037727,AVP
ENSMUSG00000097522,GM26844
ENSMUSG00000104253,GM37174
ENSMUSG00000003721,INSIG2
ENSMUSG00000027651,RPRD1B
ENSMUSG00000026961,LRRC26
ENSMUSG00000107132,GM15997
ENSMUSG00000106879,GM2566
ENSMUSG00000085830,GRIN1OS
ENSMUSG00000006058,SNF8
ENSMUSG00000036564,NDRG4
ENSMUSG00000108599,GM10616
ENSMUSG00000097926,GM26575
ENSMUSG00000097240,GM26614
ENSMUSG00000054031,RDH18-PS
ENSMUSG00000090078,GM16147
ENSMUSG00000032443,ZCWPW2
ENSMUSG00000103138,GM2238
ENSMUSG00000074064,MLYCD
ENSMUSG00000069456,RDH16
ENSMUSG00000001017,CHTOP
ENSMUSG00000020218,WIF1
ENSMUSG00000075517,CYP2D37-PS
ENSMUSG00000100201,GM29093
ENSMUSG00000003346,ABHD17A
ENSMUSG00000058897,COL25A1
ENSMUSG00000089989,GM45713
ENSMUSG00000029390,TMED2
ENSMUSG00000108012,GM44012
ENSMUSG00000037994,SLC9B2
ENSMUSG00000098142,GM7507
ENSMUSG00000035916,PTPRQ
ENSMUSG00000024085,MAN2A1
ENSMUSG00000054128,H2-T3
ENSMUSG00000086216,GM13610
ENSMUSG00000107629,GM44011
ENSMUSG00000033769,EXOC6B
ENSMUSG00000100027,GM28477
ENSMUSG00000082405,GM16021
ENSMUSG00000026519,TMEM63A
ENSMUSG00000115823,GM49004
ENSMUSG00000037526,ATG14
ENSMUSG00000048154,KMT2D
ENSMUSG00000080891,OLFR587-PS1
ENSMUSG00000082714,GM15120
ENSMUSG00000084262,OLFR588-PS1
ENSMUSG00000112035,GM49335
ENSMUSG00000116505,GM10865
ENSMUSG00000058076,SDHC
ENSMUSG00000112761,GM47972
ENSMUSG00000083254,GM15116
ENSMUSG00000033088,TRIOBP
ENSMUSG00000091160,GM17133
ENSMUSG00000115571,GM6616
ENSMUSG00000026535,IFI202B
ENSMUSG00000051362,OLFR589
ENSMUSG00000116354,CYP2D38-PS
ENSMUSG00000096727,PSMB9
ENSMUSG00000022838,EAF2
ENSMUSG00000026556,VANGL2
ENSMUSG00000116117,CYP2D39-PS
ENSMUSG00000116071,GM49433
ENSMUSG00000116832,GM49658
ENSMUSG00000029171,PGM2
ENSMUSG00000024556,ME2
ENSMUSG00000102995,A330074H02RIK
ENSMUSG00000103663,2900037B21RIK
ENSMUSG00000116824,GM18021
ENSMUSG00000076612,IGHG2C
ENSMUSG00000097023,MIR9-3HG
ENSMUSG00000027466,RBCK1
ENSMUSG00000116740,GM49659
ENSMUSG00000116902,GM49660
ENSMUSG00000073684,FAAP20
ENSMUSG00000052516,ROBO2
ENSMUSG00000103831,GM37608
ENSMUSG00000028033,KCNQ5
ENSMUSG00000027300,UBOX5
ENSMUSG00000107998,GM44018
ENSMUSG00000092283,GM20412
ENSMUSG00000105760,GM43211
ENSMUSG00000105011,GM43210
ENSMUSG00000040548,TEX2
ENSMUSG00000106276,GM9397
ENSMUSG00000032307,UBE2Q2
ENSMUSG00000105520,GM42837
ENSMUSG00000017692,RHBDL3
ENSMUSG00000079043,FASTKD5
ENSMUSG00000050097,CES2B
ENSMUSG00000022969,IL10RB
ENSMUSG00000087455,5330411J11RIK
ENSMUSG00000113656,GM47370
ENSMUSG00000021007,SPATA7
ENSMUSG00000085337,GM15964
ENSMUSG00000027359,SLC27A2
ENSMUSG00000072718,KLRA10
ENSMUSG00000111075,GM47964
ENSMUSG00000039763,DNAJC28
ENSMUSG00000049191,RTL5
ENSMUSG00000104488,GM38062
ENSMUSG00000102721,A630081D01RIK
ENSMUSG00000103192,GM37645
ENSMUSG00000082399,GM14036
ENSMUSG00000087362,GM13710
ENSMUSG00000079481,NHSL2
ENSMUSG00000113103,GM48389
ENSMUSG00000113481,GM48388
ENSMUSG00000051177,PLCB1
ENSMUSG00000027315,SPINT1
ENSMUSG00000046352,GJB2
ENSMUSG00000112056,GM48181
ENSMUSG00000085563,2210411M09RIK
ENSMUSG00000025207,SEMA4G
ENSMUSG00000113854,GM2099
ENSMUSG00000112448,GM48182
ENSMUSG00000095583,IGHV14-2
ENSMUSG00000093701,GM21970
ENSMUSG00000113533,GM46992
ENSMUSG00000101680,GM29015
ENSMUSG00000054414,SLC30A7
ENSMUSG00000085178,KDM6BOS
ENSMUSG00000116797,2600002D14RIK
ENSMUSG00000115610,GM31251
ENSMUSG00000018476,KDM6B
ENSMUSG00000078942,NAIP6
ENSMUSG00000022837,IQCB1
ENSMUSG00000022971,IFNAR2
ENSMUSG00000103271,IGHV4-2
ENSMUSG00000053093,MYH7
ENSMUSG00000103297,IGHV3-2
ENSMUSG00000033545,ZNRF1
ENSMUSG00000096108,IGHV11-2
ENSMUSG00000061171,SLC38A11
ENSMUSG00000023025,LARP4
ENSMUSG00000023973,CNPY3
ENSMUSG00000087406,E130215H24RIK
ENSMUSG00000023939,MRPL14
ENSMUSG00000092240,GM4246
ENSMUSG00000028581,LAPTM5
ENSMUSG00000027452,ACSS1
ENSMUSG00000092306,GM20447
ENSMUSG00000095642,IGHV14-3
ENSMUSG00000117647,GM49969
ENSMUSG00000105645,GM6649
ENSMUSG00000117391,4930500A05RIK
ENSMUSG00000104723,GM43106
ENSMUSG00000022351,SQLE
ENSMUSG00000040852,PLEKHH2
ENSMUSG00000036026,TMEM63B
ENSMUSG00000076661,IGHV16-1
ENSMUSG00000026833,OLFM1
ENSMUSG00000108204,GM44180
ENSMUSG00000104129,IGHV6-2
ENSMUSG00000089748,MATR3-PS2
ENSMUSG00000096805,IGHV9-1
ENSMUSG00000036858,PTCRA
ENSMUSG00000055782,ABCD2
ENSMUSG00000062619,2310039H08RIK
ENSMUSG00000009356,LPO
ENSMUSG00000112780,GM48410
ENSMUSG00000112431,GM10741
ENSMUSG00000112415,GM48426
ENSMUSG00000103748,GM38243
ENSMUSG00000112846,4930432O09RIK
ENSMUSG00000106324,GM43222
ENSMUSG00000118570,AL928616.2
ENSMUSG00000104138,GM36949
ENSMUSG00000040225,PRRC2C
ENSMUSG00000083420,GM15665
ENSMUSG00000084875,4930570D08RIK
ENSMUSG00000051251,NHLH1
ENSMUSG00000037129,TMPRSS13
ENSMUSG00000071855,CCDC112
ENSMUSG00000082935,GM7658
ENSMUSG00000017756,SLC12A7
ENSMUSG00000112871,GM35404
ENSMUSG00000029075,TNFRSF4
ENSMUSG00000084356,OLFR590-PS1
ENSMUSG00000022829,STXBP5L
ENSMUSG00000030766,ARHGAP17
ENSMUSG00000028093,ACP6
ENSMUSG00000063888,RPL7L1
ENSMUSG00000068823,CSDE1
ENSMUSG00000018196,GLRX2
ENSMUSG00000032261,SH3BGRL2
ENSMUSG00000056222,SPOCK1
ENSMUSG00000024253,DYNC2LI1
ENSMUSG00000085831,LNCBATE3
ENSMUSG00000100290,GM18552
ENSMUSG00000118521,AL928616.1
ENSMUSG00000100758,GM3332
ENSMUSG00000117742,4930415P13RIK
ENSMUSG00000099926,GM6693
ENSMUSG00000054052,RDH19
ENSMUSG00000118282,GM4840
ENSMUSG00000044080,S100A1
ENSMUSG00000110950,GM39384
ENSMUSG00000078932,CN725425
ENSMUSG00000057461,OLFR591
ENSMUSG00000074639,RDH16F2
ENSMUSG00000032436,CMTM7
ENSMUSG00000063316,RPL27
ENSMUSG00000103918,IGHV12-1
ENSMUSG00000098227,GM4812
ENSMUSG00000042312,S100A13
ENSMUSG00000118002,GM4107
ENSMUSG00000113595,GM35514
ENSMUSG00000094102,IGHV9-2
ENSMUSG00000037813,D630003M21RIK
ENSMUSG00000046487,MOSPD4
ENSMUSG00000022534,MEFV
ENSMUSG00000102515,IGHV12-2
ENSMUSG00000118116,GM3720
ENSMUSG00000031958,LDHD
ENSMUSG00000040134,RDH7
ENSMUSG00000096459,IGHV9-3
ENSMUSG00000112990,GM47372
ENSMUSG00000035914,CD276
ENSMUSG00000116626,GM49705
ENSMUSG00000025208,MRPL43
ENSMUSG00000031617,TMEM184C
ENSMUSG00000112253,GM47329
ENSMUSG00000027333,SMOX
ENSMUSG00000112260,3110043J17RIK
ENSMUSG00000101078,OLFR1166
ENSMUSG00000027164,TRAF6
ENSMUSG00000104035,GM37774
ENSMUSG00000025209,TWNK
ENSMUSG00000076652,IGHV7-3
ENSMUSG00000052724,GM9888
ENSMUSG00000100899,OLFR1167
ENSMUSG00000039183,NUBP2
ENSMUSG00000031253,SRPX2
ENSMUSG00000092219,GM20443
ENSMUSG00000033080,VSX1
ENSMUSG00000103121,IGHV15-1
ENSMUSG00000103486,GM10657
ENSMUSG00000092600,GM20442
ENSMUSG00000117105,DREH
ENSMUSG00000092171,4833427F10RIK
ENSMUSG00000103599,GM37356
ENSMUSG00000047216,CDH19
ENSMUSG00000103143,GM37742
ENSMUSG00000024088,4930583I09RIK
ENSMUSG00000109663,GM45308
ENSMUSG00000076666,IGHV14-4
ENSMUSG00000117203,GM4701
ENSMUSG00000020327,FGF22
ENSMUSG00000117336,GM49865
ENSMUSG00000087208,GM5125
ENSMUSG00000103537,GM37838
ENSMUSG00000033256,SHF
ENSMUSG00000019731,SLC35E1
ENSMUSG00000032715,TRIB3
ENSMUSG00000094029,IGHV3-3
ENSMUSG00000102160,GM36944
ENSMUSG00000102788,GM38255
ENSMUSG00000035890,RNF126
ENSMUSG00000003541,IER3
ENSMUSG00000038776,EPHX1
ENSMUSG00000044997,E130304I02RIK
ENSMUSG00000041012,CMTM8
ENSMUSG00000029304,SPP1
ENSMUSG00000044452,ZFP507
ENSMUSG00000063157,CSN2
ENSMUSG00000076668,IGHV7-4
ENSMUSG00000103939,IGHV3-4
ENSMUSG00000051169,RPUSD3
ENSMUSG00000101253,GM29088
ENSMUSG00000010358,IFI35
ENSMUSG00000042306,S100A14
ENSMUSG00000101846,GM19927
ENSMUSG00000076670,IGHV3-5
ENSMUSG00000034226,RHOV
ENSMUSG00000100555,GM8173
ENSMUSG00000097652,MHRT
ENSMUSG00000061342,OLFR1168
ENSMUSG00000086472,GM16172
ENSMUSG00000102728,GM37934
ENSMUSG00000102479,GM18551
ENSMUSG00000084405,OLFR1169-PS1
ENSMUSG00000102497,IGHV13-1
ENSMUSG00000084015,GM14175
ENSMUSG00000022718,DGCR8
ENSMUSG00000078957,1700060C20RIK
ENSMUSG00000075133,OLFR1170
ENSMUSG00000074063,OSGIN1
ENSMUSG00000057181,5730455P16RIK
ENSMUSG00000024177,NME4
ENSMUSG00000086347,GM11626
ENSMUSG00000103930,GM36961
ENSMUSG00000086563,PLATR15
ENSMUSG00000073956,OLFR592
ENSMUSG00000086598,BTBD18
ENSMUSG00000100630,GM28450
ENSMUSG00000024006,STK38
ENSMUSG00000021495,FAM193B
ENSMUSG00000020717,PECAM1
ENSMUSG00000031616,EDNRA
ENSMUSG00000068062,GM14164
ENSMUSG00000085631,9630028H03RIK
ENSMUSG00000081434,GM14165
ENSMUSG00000059361,NRSN2
ENSMUSG00000085247,4930545L23RIK
ENSMUSG00000101645,GM28635
ENSMUSG00000017802,RETREG3
ENSMUSG00000086451,4933431K23RIK
ENSMUSG00000076437,SELENOH
ENSMUSG00000033319,FEM1C
ENSMUSG00000076613,IGHG2B
ENSMUSG00000108616,GM35040
ENSMUSG00000027200,SEMA6D
ENSMUSG00000086781,1700092C02RIK
ENSMUSG00000078429,CTDSP2
ENSMUSG00000108373,GM45168
ENSMUSG00000109866,GM45714
ENSMUSG00000022099,DMTN
ENSMUSG00000023007,PRPF40B
ENSMUSG00000102962,GM37944
ENSMUSG00000033184,TMED7
ENSMUSG00000100084,2310068J16RIK
ENSMUSG00000082433,GM9025
ENSMUSG00000033943,MGA
ENSMUSG00000108022,GM7298
ENSMUSG00000079480,PIN4
ENSMUSG00000076614,IGHG1
ENSMUSG00000107944,GM44280
ENSMUSG00000025082,VWA2
ENSMUSG00000056130,TICAM2
ENSMUSG00000045036,TMEM232
ENSMUSG00000027160,CCDC34
ENSMUSG00000045629,SH3TC2
ENSMUSG00000004843,CHMP2B
ENSMUSG00000116925,GM49776
ENSMUSG00000081969,GM16471
ENSMUSG00000028672,HMGCL
ENSMUSG00000027080,MED19
ENSMUSG00000090466,GM17043
ENSMUSG00000081921,GM12858
ENSMUSG00000102578,GM10576
ENSMUSG00000103588,GM18445
ENSMUSG00000090555,GM8893
ENSMUSG00000081669,NPM3-PS1
ENSMUSG00000022721,TRMT2A
ENSMUSG00000107409,GM43954
ENSMUSG00000084240,GM15383
ENSMUSG00000108776,GM45169
ENSMUSG00000015709,ARNT2
ENSMUSG00000036298,SLC2A13
ENSMUSG00000071177,SERPINA1D
ENSMUSG00000054203,IFI205
ENSMUSG00000103228,GM37727
ENSMUSG00000051220,ERCC6L
ENSMUSG00000114541,GM29680
ENSMUSG00000105954,GM42793
ENSMUSG00000050043,TMX2
ENSMUSG00000102756,GM37054
ENSMUSG00000089840,GM4491
ENSMUSG00000030319,CAND2
ENSMUSG00000034216,VPS18
ENSMUSG00000114204,GM47520
ENSMUSG00000116292,GM49551
ENSMUSG00000071178,SERPINA1B
ENSMUSG00000107536,GM43955
ENSMUSG00000102793,GM37708
ENSMUSG00000107925,GM43957
ENSMUSG00000040055,GJB6
ENSMUSG00000045381,OLFR433
ENSMUSG00000045248,MED26
ENSMUSG00000107769,GM43959
ENSMUSG00000072952,GM5878
ENSMUSG00000086186,CCDC34OS
ENSMUSG00000097000,GM17435
ENSMUSG00000084142,GM9103
ENSMUSG00000050150,SLC9B1
ENSMUSG00000110532,GM35857
ENSMUSG00000102603,OLFR431-PS1
ENSMUSG00000036291,AP5M1
ENSMUSG00000040127,SDR9C7
ENSMUSG00000081771,GM15381
ENSMUSG00000047048,OLFR432
ENSMUSG00000110446,GM18646
ENSMUSG00000082010,OLFR1171-PS1
ENSMUSG00000050982,APOL10A
ENSMUSG00000116578,GM49633
ENSMUSG00000082237,OLFR1172-PS1
ENSMUSG00000118454,WDR88
ENSMUSG00000057841,RPL32
ENSMUSG00000100387,GM28514
ENSMUSG00000116622,GM5221
ENSMUSG00000108711,GM38991
ENSMUSG00000023017,ASIC1
ENSMUSG00000075132,OLFR1173
ENSMUSG00000066543,RPL17-PS9
ENSMUSG00000082956,NAIP3
ENSMUSG00000098016,GM9211
ENSMUSG00000085993,GM15905
ENSMUSG00000090036,GM15900
ENSMUSG00000074912,GM14207
ENSMUSG00000112446,GM47949
ENSMUSG00000114530,GM48725
ENSMUSG00000038357,CAMP
ENSMUSG00000087196,GM13373
ENSMUSG00000061825,CES2C
ENSMUSG00000114754,GM8996
ENSMUSG00000014164,KLHL3
ENSMUSG00000074457,S100A16
ENSMUSG00000027314,DLL4
ENSMUSG00000090989,GM17042
ENSMUSG00000091650,APOL11A
ENSMUSG00000005237,DNAH2
ENSMUSG00000030701,PLEKHB1
ENSMUSG00000033068,ENTPD6
ENSMUSG00000080713,OLFR1174
ENSMUSG00000112978,GM18601
ENSMUSG00000118370,GM41750
ENSMUSG00000017210,MED24
ENSMUSG00000035829,PPP1R26
ENSMUSG00000035529,PRDM4
ENSMUSG00000034075,ZDHHC5
ENSMUSG00000033735,SPR
ENSMUSG00000094277,GM21726
ENSMUSG00000115624,GM49204
ENSMUSG00000103069,GM36966
ENSMUSG00000114265,GM47521
ENSMUSG00000061244,EXOC5
ENSMUSG00000027963,EXTL2
ENSMUSG00000029554,MAD1L1
ENSMUSG00000040856,DLK1
ENSMUSG00000025396,HSD17B6
ENSMUSG00000108318,GM45170
ENSMUSG00000085444,GM13936
ENSMUSG00000030549,RHCG
ENSMUSG00000082512,GM13937
ENSMUSG00000112909,GM10120
ENSMUSG00000103516,GM37431
ENSMUSG00000102858,GM37086
ENSMUSG00000114589,GM18518
ENSMUSG00000113067,GM47166
ENSMUSG00000041702,BTBD7
ENSMUSG00000086591,DNAH2OS
ENSMUSG00000020747,TMEM94
ENSMUSG00000109498,GM45222
ENSMUSG00000028530,JAK1
ENSMUSG00000109005,GM45221
ENSMUSG00000035198,TUBG1
ENSMUSG00000109279,GM45220
ENSMUSG00000109429,GM45223
ENSMUSG00000074818,PDZD7
ENSMUSG00000057561,EIF1A
ENSMUSG00000031837,NECAB2
ENSMUSG00000039361,PICALM
ENSMUSG00000117300,GM18736
ENSMUSG00000117012,GM18992
ENSMUSG00000117299,GM9288
ENSMUSG00000037017,ZSCAN21
ENSMUSG00000117140,GM18138
ENSMUSG00000038768,9130409I23RIK
ENSMUSG00000026458,PPFIA4
ENSMUSG00000084954,GM16351
ENSMUSG00000109665,GM45458
ENSMUSG00000104390,GM17967
ENSMUSG00000087248,GM16120
ENSMUSG00000107033,GM43553
ENSMUSG00000103328,GM37406
ENSMUSG00000056050,MIA3
ENSMUSG00000029651,MTUS2
ENSMUSG00000086160,4933438A12RIK
ENSMUSG00000096916,ZFP850
ENSMUSG00000102219,GM6606
ENSMUSG00000117780,GM3734
ENSMUSG00000105453,GM43702
ENSMUSG00000106497,GM43195
ENSMUSG00000087606,GM16121
ENSMUSG00000028165,CISD2
ENSMUSG00000085673,GM16122
ENSMUSG00000033022,CDO1
ENSMUSG00000114184,GM7143
ENSMUSG00000049124,GM8186
ENSMUSG00000113907,GM47167
ENSMUSG00000045730,ADRB2
ENSMUSG00000021594,SRD5A1
ENSMUSG00000081609,GM12939
ENSMUSG00000083855,OLFR1175
ENSMUSG00000022285,YWHAZ
ENSMUSG00000109341,GM30873
ENSMUSG00000041660,BBOX1
ENSMUSG00000036587,FUT7
ENSMUSG00000051817,SOX12
ENSMUSG00000051805,A530095I07RIK
ENSMUSG00000033059,PYGB
ENSMUSG00000032218,CCNB2
ENSMUSG00000091133,GM17108
ENSMUSG00000113486,GM48676
ENSMUSG00000035342,LZTS2
ENSMUSG00000034575,TENT4A
ENSMUSG00000096573,1700009J07RIK
ENSMUSG00000001313,RND2
ENSMUSG00000040533,MATN1
ENSMUSG00000030321,EFCAB12
ENSMUSG00000078907,FAM186B
ENSMUSG00000003934,EFNB3
ENSMUSG00000074971,FIBIN
ENSMUSG00000035275,RAVER2
ENSMUSG00000102333,GM37235
ENSMUSG00000102980,GM38321
ENSMUSG00000104485,GM38065
ENSMUSG00000103791,GM38095
ENSMUSG00000078958,ATP6AP1L
ENSMUSG00000104012,GM37364
ENSMUSG00000101791,2210011K15RIK
ENSMUSG00000009545,KCNQ1
ENSMUSG00000030322,MBD4
ENSMUSG00000032905,ATG12
ENSMUSG00000066235,POMGNT2
ENSMUSG00000073563,CSNK1G3
ENSMUSG00000064036,MRO
ENSMUSG00000021595,NSUN2
ENSMUSG00000034993,VAT1
ENSMUSG00000030347,D6WSU163E
ENSMUSG00000051652,LRRC3
ENSMUSG00000082928,GM12785
ENSMUSG00000105981,2810428J06RIK
ENSMUSG00000101965,GM29129
ENSMUSG00000105449,GM43379
ENSMUSG00000111873,GM39463
ENSMUSG00000107429,GM44206
ENSMUSG00000031320,RPS4X
ENSMUSG00000110729,GM47117
ENSMUSG00000043319,COX8C
ENSMUSG00000094018,S100A2
ENSMUSG00000059571,GM16218
ENSMUSG00000005732,RANBP1
ENSMUSG00000015357,CLPX
ENSMUSG00000083320,GM13935
ENSMUSG00000059908,MUG1
ENSMUSG00000001021,S100A3
ENSMUSG00000006389,MPL
ENSMUSG00000090263,D730045A05RIK
ENSMUSG00000074682,ZCCHC3
ENSMUSG00000097451,RIAN
ENSMUSG00000024558,MAPK4
ENSMUSG00000110382,GM29895
ENSMUSG00000103415,GM37339
ENSMUSG00000034471,CASKIN2
ENSMUSG00000104330,GM38285
ENSMUSG00000001020,S100A4
ENSMUSG00000022604,CEP97
ENSMUSG00000109948,GM45288
ENSMUSG00000030763,LCMT1
ENSMUSG00000072258,TAF1A
ENSMUSG00000110328,GM45574
ENSMUSG00000105518,GM42674
ENSMUSG00000072950,GM10444
ENSMUSG00000034560,WASHC4
